Time,Potential gravitational energy
333.367,3945.22
333.383,3940.06
333.4,3940.06
333.417,3945.22
333.433,3947.7
333.45,3947.5
333.467,3944.62
333.483,3939.05
333.5,3939.05
333.517,3944.62
333.533,3947.5
333.55,3947.7
333.567,3945.22
333.583,3940.06
333.6,3940.06
333.617,3945.22
333.633,3947.7
333.65,3947.5
333.667,3944.62
333.683,3939.05
333.7,3939.05
333.717,3944.62
333.733,3947.5
333.75,3947.7
333.767,3945.22
333.783,3940.06
333.8,3940.06
333.817,3945.22
333.833,3947.7
333.85,3947.5
333.867,3944.62
333.883,3939.05
333.9,3939.05
333.917,3944.62
333.933,3947.5
333.95,3947.7
333.967,3945.22
333.983,3940.06
334,3940.06
334.017,3945.22
334.033,3947.7
334.05,3947.5
334.067,3944.62
334.083,3939.05
334.1,3939.05
334.117,3944.62
334.133,3947.5
334.15,3947.7
334.167,3945.22
334.183,3940.06
334.2,3940.06
334.217,3945.22
334.233,3947.7
334.25,3947.5
334.267,3944.62
334.283,3939.05
334.3,3939.05
334.317,3944.62
334.333,3947.5
334.35,3947.7
334.367,3945.22
334.383,3940.06
334.4,3940.06
334.417,3945.22
334.433,3947.7
334.45,3947.5
334.467,3944.62
334.483,3939.05
334.5,3939.05
334.517,3944.62
334.533,3947.5
334.55,3947.7
334.567,3945.22
334.583,3940.06
334.6,3940.06
334.617,3945.22
334.633,3947.7
334.65,3947.5
334.667,3944.62
334.683,3939.05
334.7,3939.05
334.717,3944.62
334.733,3947.5
334.75,3947.7
334.767,3945.22
334.783,3940.06
334.8,3940.06
334.817,3945.22
334.833,3947.7
334.85,3947.5
334.867,3944.62
334.883,3939.05
334.9,3939.05
334.917,3944.62
334.933,3947.5
334.95,3947.7
334.967,3945.22
334.983,3940.06
335,3940.06
335.017,3945.22
335.033,3947.7
335.05,3947.5
335.067,3944.62
335.083,3939.05
335.1,3939.05
335.117,3944.62
335.133,3947.5
335.15,3947.7
335.167,3945.22
335.183,3940.06
335.2,3940.06
335.217,3945.22
335.233,3947.7
335.25,3947.5
335.267,3944.62
335.283,3939.05
335.3,3939.05
335.317,3944.62
335.333,3947.5
335.35,3947.7
335.367,3945.22
335.383,3940.06
335.4,3940.06
335.417,3945.22
335.433,3947.7
335.45,3947.5
335.467,3944.62
335.483,3939.05
335.5,3939.05
335.517,3944.62
335.533,3947.5
335.55,3947.7
335.567,3945.22
335.583,3940.06
335.6,3940.06
335.617,3945.22
335.633,3947.7
335.65,3947.5
335.667,3944.62
335.683,3939.05
335.7,3939.05
335.717,3944.62
335.733,3947.5
335.75,3947.7
335.767,3945.22
335.783,3940.06
335.8,3940.06
335.817,3945.22
335.833,3947.7
335.85,3947.5
335.867,3944.62
335.883,3939.05
335.9,3939.05
335.917,3944.62
335.933,3947.5
335.95,3947.7
335.967,3945.22
335.983,3940.06
336,3940.06
336.017,3945.22
336.033,3947.7
336.05,3947.5
336.067,3944.62
336.083,3939.05
336.1,3939.05
336.117,3944.62
336.133,3947.5
336.15,3947.7
336.167,3945.22
336.183,3940.06
336.2,3940.06
336.217,3945.22
336.233,3947.7
336.25,3947.5
336.267,3944.62
336.283,3939.05
336.3,3939.05
336.317,3944.62
336.333,3947.5
336.35,3947.7
336.367,3945.22
336.383,3940.06
336.4,3940.06
336.417,3945.22
336.433,3947.7
336.45,3947.5
336.467,3944.62
336.483,3939.05
336.5,3939.05
336.517,3944.62
336.533,3947.5
336.55,3947.7
336.567,3945.22
336.583,3940.06
336.6,3940.06
336.617,3945.22
336.633,3947.7
336.65,3947.5
336.667,3944.62
336.683,3939.05
336.7,3939.05
336.717,3944.62
336.733,3947.5
336.75,3947.7
336.767,3945.22
336.783,3940.06
336.8,3940.06
336.817,3945.22
336.833,3947.7
336.85,3947.5
336.867,3944.62
336.883,3939.05
336.9,3939.05
336.917,3944.62
336.933,3947.5
336.95,3947.7
336.967,3945.22
336.983,3940.06
337,3940.06
337.017,3945.22
337.033,3947.7
337.05,3947.5
337.067,3944.62
337.083,3939.05
337.1,3939.05
337.117,3944.62
337.133,3947.5
337.15,3947.7
337.167,3945.22
337.183,3940.06
337.2,3940.06
337.217,3945.22
337.233,3947.7
337.25,3947.5
337.267,3944.62
337.283,3939.05
337.3,3939.05
337.317,3944.62
337.333,3947.5
337.35,3947.7
337.367,3945.22
337.383,3940.06
337.4,3940.06
337.417,3945.22
337.433,3947.7
337.45,3947.5
337.467,3944.62
337.483,3939.05
337.5,3939.05
337.517,3944.62
337.533,3947.5
337.55,3947.7
337.567,3945.22
337.583,3940.06
337.6,3940.06
337.617,3945.22
337.633,3947.7
337.65,3947.5
337.667,3944.62
337.683,3939.05
337.7,3939.05
337.717,3944.62
337.733,3947.5
337.75,3947.7
337.767,3945.22
337.783,3940.06
337.8,3940.06
337.817,3945.22
337.833,3947.7
337.85,3947.5
337.867,3944.62
337.883,3939.05
337.9,3939.05
337.917,3944.62
337.933,3947.5
337.95,3947.7
337.967,3945.22
337.983,3940.06
338,3940.06
338.017,3945.22
338.033,3947.7
338.05,3947.5
338.067,3944.62
338.083,3939.05
338.1,3939.05
338.117,3944.62
338.133,3947.5
338.15,3947.7
338.167,3945.22
338.183,3940.06
338.2,3940.06
338.217,3945.22
338.233,3947.7
338.25,3947.5
338.267,3944.62
338.283,3939.05
338.3,3939.05
338.317,3944.62
338.333,3947.5
338.35,3947.7
338.367,3945.22
338.383,3940.06
338.4,3940.06
338.417,3945.22
338.433,3947.7
338.45,3947.5
338.467,3944.62
338.483,3939.05
338.5,3939.05
338.517,3944.62
338.533,3947.5
338.55,3947.7
338.567,3945.22
338.583,3940.06
338.6,3940.06
338.617,3945.22
338.633,3947.7
338.65,3947.5
338.667,3944.62
338.683,3939.05
338.7,3939.05
338.717,3944.62
338.733,3947.5
338.75,3947.7
338.767,3945.22
338.783,3940.06
338.8,3940.06
338.817,3945.22
338.833,3947.7
338.85,3947.5
338.867,3944.62
338.883,3939.05
338.9,3939.05
338.917,3944.62
338.933,3947.5
338.95,3947.7
338.967,3945.22
338.983,3940.06
339,3940.06
339.017,3945.22
339.033,3947.7
339.05,3947.5
339.067,3944.62
339.083,3939.05
339.1,3939.05
339.117,3944.62
339.133,3947.5
339.15,3947.7
339.167,3945.22
339.183,3940.06
339.2,3940.06
339.217,3945.22
339.233,3947.7
339.25,3947.5
339.267,3944.62
339.283,3939.05
339.3,3939.05
339.317,3944.62
339.333,3947.5
339.35,3947.7
339.367,3945.22
339.383,3940.06
339.4,3940.06
339.417,3945.22
339.433,3947.7
339.45,3947.5
339.467,3944.62
339.483,3939.05
339.5,3939.05
339.517,3944.62
339.533,3947.5
339.55,3947.7
339.567,3945.22
339.583,3940.06
339.6,3940.06
339.617,3945.22
339.633,3947.7
339.65,3947.5
339.667,3944.62
339.683,3939.05
339.7,3939.05
339.717,3944.62
339.733,3947.5
339.75,3947.7
339.767,3945.22
339.783,3940.06
339.8,3940.06
339.817,3945.22
339.833,3947.7
339.85,3947.5
339.867,3944.62
339.883,3939.05
339.9,3939.05
339.917,3944.62
339.933,3947.5
339.95,3947.7
339.967,3945.22
339.983,3940.06
340,3940.06
340.017,3945.22
340.033,3947.7
340.05,3947.5
340.067,3944.62
340.083,3939.05
340.1,3939.05
340.117,3944.62
340.133,3947.5
340.15,3947.7
340.167,3945.22
340.183,3940.06
340.2,3940.06
340.217,3945.22
340.233,3947.7
340.25,3947.5
340.267,3944.62
340.283,3939.05
340.3,3939.05
340.317,3944.62
340.333,3947.5
340.35,3947.7
340.367,3945.22
340.383,3940.06
340.4,3940.06
340.417,3945.22
340.433,3947.7
340.45,3947.5
340.467,3944.62
340.483,3939.05
340.5,3939.05
340.517,3944.62
340.533,3947.5
340.55,3947.7
340.567,3945.22
340.583,3940.06
340.6,3940.06
340.617,3945.22
340.633,3947.7
340.65,3947.5
340.667,3944.62
340.683,3939.05
340.7,3939.05
340.717,3944.62
340.733,3947.5
340.75,3947.7
340.767,3945.22
340.783,3940.06
340.8,3940.06
340.817,3945.22
340.833,3947.7
340.85,3947.5
340.867,3944.62
340.883,3939.05
340.9,3939.05
340.917,3944.62
340.933,3947.5
340.95,3947.7
340.967,3945.22
340.983,3940.06
341,3940.06
341.017,3945.22
341.033,3947.7
341.05,3947.5
341.067,3944.62
341.083,3939.05
341.1,3939.05
341.117,3944.62
341.133,3947.5
341.15,3947.7
341.167,3945.22
341.183,3940.06
341.2,3940.06
341.217,3945.22
341.233,3947.7
341.25,3947.5
341.267,3944.62
341.283,3939.05
341.3,3939.05
341.317,3944.62
341.333,3947.5
341.35,3947.7
341.367,3945.22
341.383,3940.06
341.4,3940.06
341.417,3945.22
341.433,3947.7
341.45,3947.5
341.467,3944.62
341.483,3939.05
341.5,3939.05
341.517,3944.62
341.533,3947.5
341.55,3947.7
341.567,3945.22
341.583,3940.06
341.6,3940.06
341.617,3945.22
341.633,3947.7
341.65,3947.5
341.667,3944.62
341.683,3939.05
341.7,3939.05
341.717,3944.62
341.733,3947.5
341.75,3947.7
341.767,3945.22
341.783,3940.06
341.8,3940.06
341.817,3945.22
341.833,3947.7
341.85,3947.5
341.867,3944.62
341.883,3939.05
341.9,3939.05
341.917,3944.62
341.933,3947.5
341.95,3947.7
341.967,3945.22
341.983,3940.06
342,3940.06
342.017,3945.22
342.033,3947.7
342.05,3947.5
342.067,3944.62
342.083,3939.05
342.1,3939.05
342.117,3944.62
342.133,3947.5
342.15,3947.7
342.167,3945.22
342.183,3940.06
342.2,3940.06
342.217,3945.22
342.233,3947.7
342.25,3947.5
342.267,3944.62
342.283,3939.05
342.3,3939.05
342.317,3944.62
342.333,3947.5
342.35,3947.7
342.367,3945.22
342.383,3940.06
342.4,3940.06
342.417,3945.22
342.433,3947.7
342.45,3947.5
342.467,3944.62
342.483,3939.05
342.5,3939.05
342.517,3944.62
342.533,3947.5
342.55,3947.7
342.567,3945.22
342.583,3940.06
342.6,3940.06
342.617,3945.22
342.633,3947.7
342.65,3947.5
342.667,3944.62
342.683,3939.05
342.7,3939.05
342.717,3944.62
342.733,3947.5
342.75,3947.7
342.767,3945.22
342.783,3940.06
342.8,3940.06
342.817,3945.22
342.833,3947.7
342.85,3947.5
342.867,3944.62
342.883,3939.05
342.9,3939.05
342.917,3944.62
342.933,3947.5
342.95,3947.7
342.967,3945.22
342.983,3940.06
343,3940.06
343.017,3945.22
343.033,3947.7
343.05,3947.5
343.067,3944.62
343.083,3939.05
343.1,3939.05
343.117,3944.62
343.133,3947.5
343.15,3947.7
343.167,3945.22
343.183,3940.06
343.2,3940.06
343.217,3945.22
343.233,3947.7
343.25,3947.5
343.267,3944.62
343.283,3939.05
343.3,3939.05
343.317,3944.62
343.333,3947.5
343.35,3947.7
343.367,3945.22
343.383,3940.06
343.4,3940.06
343.417,3945.22
343.433,3947.7
343.45,3947.5
343.467,3944.62
343.483,3939.05
343.5,3939.05
343.517,3944.62
343.533,3947.5
343.55,3947.7
343.567,3945.22
343.583,3940.06
343.6,3940.06
343.617,3945.22
343.633,3947.7
343.65,3947.5
343.667,3944.62
343.683,3939.05
343.7,3939.05
343.717,3944.62
343.733,3947.5
343.75,3947.7
343.767,3945.22
343.783,3940.06
343.8,3940.06
343.817,3945.22
343.833,3947.7
343.85,3947.5
343.867,3944.62
343.883,3939.05
343.9,3939.05
343.917,3944.62
343.933,3947.5
343.95,3947.7
343.967,3945.22
343.983,3940.06
344,3940.06
344.017,3945.22
344.033,3947.7
344.05,3947.5
344.067,3944.62
344.083,3939.05
344.1,3939.05
344.117,3944.62
344.133,3947.5
344.15,3947.7
344.167,3945.22
344.183,3940.06
344.2,3940.06
344.217,3945.22
344.233,3947.7
344.25,3947.5
344.267,3944.62
344.283,3939.05
344.3,3939.05
344.317,3944.62
344.333,3947.5
344.35,3947.7
344.367,3945.22
344.383,3940.06
344.4,3940.06
344.417,3945.22
344.433,3947.7
344.45,3947.5
344.467,3944.62
344.483,3939.05
344.5,3939.05
344.517,3944.62
344.533,3947.5
344.55,3947.7
344.567,3945.22
344.583,3940.06
344.6,3940.06
344.617,3945.22
344.633,3947.7
344.65,3947.5
344.667,3944.62
344.683,3939.05
344.7,3939.05
344.717,3944.62
344.733,3947.5
344.75,3947.7
344.767,3945.22
344.783,3940.06
344.8,3940.06
344.817,3945.22
344.833,3947.7
344.85,3947.5
344.867,3944.62
344.883,3939.05
344.9,3939.05
344.917,3944.62
344.933,3947.5
344.95,3947.7
344.967,3945.22
344.983,3940.06
345,3940.06
345.017,3945.22
345.033,3947.7
345.05,3947.5
345.067,3944.62
345.083,3939.05
345.1,3939.05
345.117,3944.62
345.133,3947.5
345.15,3947.7
345.167,3945.22
345.183,3940.06
345.2,3940.06
345.217,3945.22
345.233,3947.7
345.25,3947.5
345.267,3944.62
345.283,3939.05
345.3,3939.05
345.317,3944.62
345.333,3947.5
345.35,3947.7
345.367,3945.22
345.383,3940.06
345.4,3940.06
345.417,3945.22
345.433,3947.7
345.45,3947.5
345.467,3944.62
345.483,3939.05
345.5,3939.05
345.517,3944.62
345.533,3947.5
345.55,3947.7
345.567,3945.22
345.583,3940.06
345.6,3940.06
345.617,3945.22
345.633,3947.7
345.65,3947.5
345.667,3944.62
345.683,3939.05
345.7,3939.05
345.717,3944.62
345.733,3947.5
345.75,3947.7
345.767,3945.22
345.783,3940.06
345.8,3940.06
345.817,3945.22
345.833,3947.7
345.85,3947.5
345.867,3944.62
345.883,3939.05
345.9,3939.05
345.917,3944.62
345.933,3947.5
345.95,3947.7
345.967,3945.22
345.983,3940.06
346,3940.06
346.017,3945.22
346.033,3947.7
346.05,3947.5
346.067,3944.62
346.083,3939.05
346.1,3939.05
346.117,3944.62
346.133,3947.5
346.15,3947.7
346.167,3945.22
346.183,3940.06
346.2,3940.06
346.217,3945.22
346.233,3947.7
346.25,3947.5
346.267,3944.62
346.283,3939.05
346.3,3939.05
346.317,3944.62
346.333,3947.5
346.35,3947.7
346.367,3945.22
346.383,3940.06
346.4,3940.06
346.417,3945.22
346.433,3947.7
346.45,3947.5
346.467,3944.62
346.483,3939.05
346.5,3939.05
346.517,3944.62
346.533,3947.5
346.55,3947.7
346.567,3945.22
346.583,3940.06
346.6,3940.06
346.617,3945.22
346.633,3947.7
346.65,3947.5
346.667,3944.62
346.683,3939.05
346.7,3939.05
346.717,3944.62
346.733,3947.5
346.75,3947.7
346.767,3945.22
346.783,3940.06
346.8,3940.06
346.817,3945.22
346.833,3947.7
346.85,3947.5
346.867,3944.62
346.883,3939.05
346.9,3939.05
346.917,3944.62
346.933,3947.5
346.95,3947.7
346.967,3945.22
346.983,3940.06
347,3940.06
347.017,3945.22
347.033,3947.7
347.05,3947.5
347.067,3944.62
347.083,3939.05
347.1,3939.05
347.117,3944.62
347.133,3947.5
347.15,3947.7
347.167,3945.22
347.183,3940.06
347.2,3940.06
347.217,3945.22
347.233,3947.7
347.25,3947.5
347.267,3944.62
347.283,3939.05
347.3,3939.05
347.317,3944.62
347.333,3947.5
347.35,3947.7
347.367,3945.22
347.383,3940.06
347.4,3940.06
347.417,3945.22
347.433,3947.7
347.45,3947.5
347.467,3944.62
347.483,3939.05
347.5,3939.05
347.517,3944.62
347.533,3947.5
347.55,3947.7
347.567,3945.22
347.583,3940.06
347.6,3940.06
347.617,3945.22
347.633,3947.7
347.65,3947.5
347.667,3944.62
347.683,3939.05
347.7,3939.05
347.717,3944.62
347.733,3947.5
347.75,3947.7
347.767,3945.22
347.783,3940.06
347.8,3940.06
347.817,3945.22
347.833,3947.7
347.85,3947.5
347.867,3944.62
347.883,3939.05
347.9,3939.05
347.917,3944.62
347.933,3947.5
347.95,3947.7
347.967,3945.22
347.983,3940.06
348,3940.06
348.017,3945.22
348.033,3947.7
348.05,3947.5
348.067,3944.62
348.083,3939.05
348.1,3939.05
348.117,3944.62
348.133,3947.5
348.15,3947.7
348.167,3945.22
348.183,3940.06
348.2,3940.06
348.217,3945.22
348.233,3947.7
348.25,3947.5
348.267,3944.62
348.283,3939.05
348.3,3939.05
348.317,3944.62
348.333,3947.5
348.35,3947.7
348.367,3945.22
348.383,3940.06
348.4,3940.06
348.417,3945.22
348.433,3947.7
348.45,3947.5
348.467,3944.62
348.483,3939.05
348.5,3939.05
348.517,3944.62
348.533,3947.5
348.55,3947.7
348.567,3945.22
348.583,3940.06
348.6,3940.06
348.617,3945.22
348.633,3947.7
348.65,3947.5
348.667,3944.62
348.683,3939.05
348.7,3939.05
348.717,3944.62
348.733,3947.5
348.75,3947.7
348.767,3945.22
348.783,3940.06
348.8,3940.06
348.817,3945.22
348.833,3947.7
348.85,3947.5
348.867,3944.62
348.883,3939.05
348.9,3939.05
348.917,3944.62
348.933,3947.5
348.95,3947.7
348.967,3945.22
348.983,3940.06
349,3940.06
349.017,3945.22
349.033,3947.7
349.05,3947.5
349.067,3944.62
349.083,3939.05
349.1,3939.05
349.117,3944.62
349.133,3947.5
349.15,3947.7
349.167,3945.22
349.183,3940.06
349.2,3940.06
349.217,3945.22
349.233,3947.7
349.25,3947.5
349.267,3944.62
349.283,3939.05
349.3,3939.05
349.317,3944.62
349.333,3947.5
349.35,3947.7
349.367,3945.22
349.383,3940.06
349.4,3940.06
349.417,3945.22
349.433,3947.7
349.45,3947.5
349.467,3944.62
349.483,3939.05
349.5,3939.05
349.517,3944.62
349.533,3947.5
349.55,3947.7
349.567,3945.22
349.583,3940.06
349.6,3940.06
349.617,3945.22
349.633,3947.7
349.65,3947.5
349.667,3944.62
349.683,3939.05
349.7,3939.05
349.717,3944.62
349.733,3947.5
349.75,3947.7
349.767,3945.22
349.783,3940.06
349.8,3940.06
349.817,3945.22
349.833,3947.7
349.85,3947.5
349.867,3944.62
349.883,3939.05
349.9,3939.05
349.917,3944.62
349.933,3947.5
349.95,3947.7
349.967,3945.22
349.983,3940.06
350,3940.06
350.017,3945.22
350.033,3947.7
350.05,3947.5
350.067,3944.62
350.083,3939.05
350.1,3939.05
350.117,3944.62
350.133,3947.5
350.15,3947.7
350.167,3945.22
350.183,3940.06
350.2,3940.06
350.217,3945.22
350.233,3947.7
350.25,3947.5
350.267,3944.62
350.283,3939.05
350.3,3939.05
350.317,3944.62
350.333,3947.5
350.35,3947.7
350.367,3945.22
350.383,3940.06
350.4,3940.06
350.417,3945.22
350.433,3947.7
350.45,3947.5
350.467,3944.62
350.483,3939.05
350.5,3939.05
350.517,3944.62
350.533,3947.5
350.55,3947.7
350.567,3945.22
350.583,3940.06
350.6,3940.06
350.617,3945.22
350.633,3947.7
350.65,3947.5
350.667,3944.62
350.683,3939.05
350.7,3939.05
350.717,3944.62
350.733,3947.5
350.75,3947.7
350.767,3945.22
350.783,3940.06
350.8,3940.06
350.817,3945.22
350.833,3947.7
350.85,3947.5
350.867,3944.62
350.883,3939.05
350.9,3939.05
350.917,3944.62
350.933,3947.5
350.95,3947.7
350.967,3945.22
350.983,3940.06
351,3940.06
351.017,3945.22
351.033,3947.7
351.05,3947.5
351.067,3944.62
351.083,3939.05
351.1,3939.05
351.117,3944.62
351.133,3947.5
351.15,3947.7
351.167,3945.22
351.183,3940.06
351.2,3940.06
351.217,3945.22
351.233,3947.7
351.25,3947.5
351.267,3944.62
351.283,3939.05
351.3,3939.05
351.317,3944.62
351.333,3947.5
351.35,3947.7
351.367,3945.22
351.383,3940.06
351.4,3940.06
351.417,3945.22
351.433,3947.7
351.45,3947.5
351.467,3944.62
351.483,3939.05
351.5,3939.05
351.517,3944.62
351.533,3947.5
351.55,3947.7
351.567,3945.22
351.583,3940.06
351.6,3940.06
351.617,3945.22
351.633,3947.7
351.65,3947.5
351.667,3944.62
351.683,3939.05
351.7,3939.05
351.717,3944.62
351.733,3947.5
351.75,3947.7
351.767,3945.22
351.783,3940.06
351.8,3940.06
351.817,3945.22
351.833,3947.7
351.85,3947.5
351.867,3944.62
351.883,3939.05
351.9,3939.05
351.917,3944.62
351.933,3947.5
351.95,3947.7
351.967,3945.22
351.983,3940.06
352,3940.06
352.017,3945.22
352.033,3947.7
352.05,3947.5
352.067,3944.62
352.083,3939.05
352.1,3939.05
352.117,3944.62
352.133,3947.5
352.15,3947.7
352.167,3945.22
352.183,3940.06
352.2,3940.06
352.217,3945.22
352.233,3947.7
352.25,3947.5
352.267,3944.62
352.283,3939.05
352.3,3939.05
352.317,3944.62
352.333,3947.5
352.35,3947.7
352.367,3945.22
352.383,3940.06
352.4,3940.06
352.417,3945.22
352.433,3947.7
352.45,3947.5
352.467,3944.62
352.483,3939.05
352.5,3939.05
352.517,3944.62
352.533,3947.5
352.55,3947.7
352.567,3945.22
352.583,3940.06
352.6,3940.06
352.617,3945.22
352.633,3947.7
352.65,3947.5
352.667,3944.62
352.683,3939.05
352.7,3939.05
352.717,3944.62
352.733,3947.5
352.75,3947.7
352.767,3945.22
352.783,3940.06
352.8,3940.06
352.817,3945.22
352.833,3947.7
352.85,3947.5
352.867,3944.62
352.883,3939.05
352.9,3939.05
352.917,3944.62
352.933,3947.5
352.95,3947.7
352.967,3945.22
352.983,3940.06
353,3940.06
353.017,3945.22
1.#QNAN,1.#QNAN
